_url,name,company_size,industry,about_us,website,founded,company_type,specialties,headquarters_city,headquarters_province,headquarters
https://www.linkedin.com/company/doopcompany/,Doop,11-50 employees,Marketing & Advertising,"We are Doop,
Doop does wonders for your business. Using a smart mix of technology and creativity, we redefine it. We’ll give it a permanent spot in your customer’s hearts and minds. But whatever we come up with, we make sure it works. We let creativity, technology and data work for you on every medium and every platform. Doop is for companies that are relevant and want to stay relevant for a long time.",https://wearedoop.com,2020.0,Privately Held,"strategy, creativity, design, technology, services, intelligence",Enschede,Overijssel,"Enschede, Overijssel"
https://www.linkedin.com/company/doornautomatisering/,Doorn Automatisering,2-10 employees,Information Technology & Services,Doorn Automatisering biedt ICT-oplossingen en deskundig advies voor het midden- en kleinbedrijf.,https://www.doornautomatisering.com,2012.0,Partnership,,IJsselmuiden,Overijssel,"IJsselmuiden, Overijssel"
https://www.linkedin.com/company/doornenbal-telecom-b.v./,Doornenbal Telecom & ICT,2-10 employees,Information Technology & Services,Vanzelfsprekend !,https://www.doornenbaltelecom.nl,,Public Company,"IT, ICT, Audio, Video, Observatie, VoIP",Nijverdal,Overijssel,"Nijverdal, Overijssel"
https://www.linkedin.com/company/douma-business-solutions/,Douma Business Solutions,0-1 employees,Information Technology & Services,"Passie voor stromende projecten ...

BETROUWBAAR en ALLROUND
douma business solutions is al 25 jaar een betrouwbare allround partner die ruime ervaring en kennis heeft in het leiden van veranderingsprocessen binnen organisaties, welke ICT gerelateerd zijn.

OPLOSSINGEN voor de BUSINESS
Centraal staat de strategie van de onderneming en het daaruit voortvloeiende beleid voor de business. De business omvat de klanten, gebruikersorganisatie en beheerorganisatie. De gebruikersorganisatie vult in hoe zij, binnen de kaders van het strategie beleid van de organisatie, haar tactische en operationele werkzaamheden wil uitvoeren gericht op haar klanten. De gerelateerde ICT beheerorganisatie en projecten faciliteren de gebruikersorganisatie.",,2006.0,Privately Held,,,,
https://www.linkedin.com/company/downnotifier/,DownNotifier.com,11-50 employees,Computer Networking,"DownNotifier sends a free alert when your website is down.

With up to 20 seconds monitoring DownNotifier.com is the best tool to be on top of the availability of your websites.

Just try and see what it does :)",https://www.downnotifier.com,2013.0,Privately Held,"Website monitoring, Monitoring, High availability, www.",Zwolle,Overijssel,"Zwolle, Overijssel"
https://www.linkedin.com/company/17918934/,drabblez,0-1 employees,Individual & Family Services,"Onze missie is heel kort & krachtig:

Kinderen te laten genieten van de natuur!

Dat klinkt simpel, en dat is het ook, maar het vraagt voorbereiding!

Onze kinderen zijn de volwassenen van de toekomst en zij gaan prioriteiten stellen, keuzes maken, technieken ontwikkelen, consumeren en.... leven. Als het kan zo duurzaam mogelijk, zodat ook hun kinderen genieten van frisse lucht, schoon water en gezond eten.",http://buitenspelennatuurlijk.org,2015.0,Self-Employed,,Deventer,Overijssel,"Deventer, Overijssel"
https://www.linkedin.com/company/ductusbv/,Ductus b.v.,2-10 employees,Information Technology & Services,"gespecialiseerd in data architectuur, business architectuur, proces modellering, projectmanagement, agile voortbrenging, microsoft .net en sql development",http://www.ductus.nl,2017.0,Partnership,"Microsoft, .Net, SQL, Angular, enterprise architectuur, agile projectmanagement, disruptieve veranderingen, kwadrantenmodel, data ontvangst en data verwerking",Enschede,Overijssel,"Enschede, Overijssel"
https://www.linkedin.com/company/duidluck/,duidluck,2-10 employees,Information Technology & Services,"Welkom bij Duidluck!
Audiovisueel Presenteren

Duidluck is een landelijk opererende organisatie op het gebied van audiovisueel presenteren. Duidluck steekt de handen écht uit de mouwen van idee tot advies, van schets tot realisatie. Een audiovisuele ruimte geoptimaliseerd voor uw wensen en behoeften.

Vanuit onze jarenlange ervaring en kennis biedt Duidluck audiovisuele oplossingen voor het bedrijfsleven, de onderwijs sector en overheidsinstellingen. Zowel voor profit als non profit organisaties biedt Duidluck maat oplossingen, u krijgt “value for money”.

Neem de proef op de som en daag ons uit!

Contact
T +31 (0)38 - 425 40 30
M +31 (0)6 - 22 86 11 47

E info@duidluck.nl
I www.duidluck.nl",http://www.duidluck.nl,2010.0,Public Company,"Digibord | Touchscreen | Beamer | Projectiescherm | i3TOUCH | Hippo, Onderhoud | Service | After Sales, AV inrichtingen | B to B | Onderwijs | Vergaderruimtes | Boardrooms | Klaslokalen | Congrescentra | Kantines, Analyse | Advies | Inkoop | AV inri",Zwolle,Overijssel,"Zwolle, Overijssel"
https://www.linkedin.com/company/dutch-cloud/,Dutch Cloud,11-50 employees,Information Technology & Services,Cloud-diensten voor de MKB+ markt en Nederlandse softwarehuizen,http://www.dutchcloud.com,2009.0,Privately Held,"Cloud Computing, Infrastructure as a Service, Cloud by Design, Transparency, Compliance Management, Control, Managed Services",Amsterdam,North Holland,"Amsterdam, North Holland"
https://www.linkedin.com/company/dutch-devices/,Dutch Devices,2-10 employees,Information Technology & Services,De wereld om ons heen efficiënter maken. Dat is wat wij doen. Met innovatieve technologieën als NB-IoT.,https://dutchdevices.nl,,Self-Employed,,Hasselt,Overijssel,"Hasselt, Overijssel"
https://www.linkedin.com/company/dutch-it-works-bv/,Dutch IT Works BV,0-1 employees,Information Technology & Services,Salesforce & .Net custom software solutions,http://www.dutch-it-works.nl,2010.0,Sole Proprietorship,Software ontwikkeling,,,
https://www.linkedin.com/company/dutchvdi/,DutchVDI,2-10 employees,Information Technology & Services,"DutchVDI is een all inclusive ICT leverancier. Van het leveren van een PC of server, tot een vol geautomatiseerde datacenter of Desktop Online oplossing. Met onze partners en leveranciers zijn wij in staat om zowel kleine MKB omgevingen tot op grotere schaal (200 werkplekken) te ondersteunen. Voor een totaaloverzicht van onze producten kunt u terecht op onze website.",http://www.dutchvdi.nl,2010.0,Public Company,"Desktop Online, Systeembeheer, Backup Online, Webhosting",Steenwijk,Overijssel,"Steenwijk, Overijssel"
https://www.linkedin.com/company/2360625/,Dutchview IT,11-50 employees,Information Technology & Services,"We believe that when you work smart and efficiently together, the overall job satisfaction will increase and better results will be achieved. As Dutchview Information Technology we develop innovative software that helps you to do so, by making work processes easier, smarter and more enjoyable. 

With our knowledge of IT, organizations and the construction industry we have developed two successful products so far: Ed Controls and FlexWhere. 

Dutchview has offices in the Netherlands (Deventer), United Kingdom (London), Germany (Steinfurt) and India (Bangalore).",https://www.dutchview.com,2011.0,Privately Held,"Communicatieverbetering door gebruik van slimme software, Ed Controls, FlexWhere",,,
https://www.linkedin.com/company/dutchview-it/,Dutchview IT,11-50 employees,Information Technology & Services,We make it easy for you!,https://www.dutchview.com,2011.0,Privately Held,"Communicatieverbetering door gebruik van slimme software, Ed Controls, FlexWhere",,,
https://www.linkedin.com/company/dvd-multimedia/,DVD Multimedia,2-10 employees,Information Services,"From May 1991 the founding of DVD Multimedia we developt several software programs as administrative, training and educational applications. 
1992 to 1996 - Regional Educational Course selection;
1992 to 1998 - Marketing tool for Educational Courses (CRM-system);
1994 to 1998 - Manage Scholing for Health and Social Work Instituts (HRM-program)
1995 to 2000 - Information Systems for Educational Study Choices 
1996 to 2004 - Traningcentre for ICT & Multimedia Courses (MS Office & Macromedia Tools)
2002 to 2007 - Remedial Teaching Testprogram HADION
From 1999 - Remedial Teaching program: Multitrainer 
From 2009 - Developing the e-Learning program Compiade.
Our field of work is advice, design en development of:  
* Educational Sofware;
* e-Learning Concepts & Platforms;
* educational content;
* Educational Sociology  Research.",http://www.dvdmultimedia.nl,1991.0,Sole Proprietorship,"E-Learning Design & Deveopment, Educational Sociology, Mulimedia Design",,,
https://www.linkedin.com/company/dvdt-software-bv/,dVdT Software BV,2-10 employees,Computer Software,"Bel 0570 - 65 70 64 of mail info@dvdt.nl

dVdT ontwikkelt software t.b.v. Kwaliteitscontroles en Managementrapportages bij de afdeling Heffingen van gemeenten en waterschappen. 
Een hoge kwaliteit van de gegevens in uw database is voorwaarde voor het goed functioneren van de afdeling Heffingen.

Onze software analyseert de relaties tussen verschillende database modulen zoals GBA, WOZ, kadaster, belastingen en heffingen en innen en rapporteert vervolgens overzichtelijk de fouten. De gebruikers kunnen foutrecords eenvoudig markeren opdat deze records snel terug gevonden kunnen worden.

Het is de bedoeling dat de audit-software regelmatig gedraaid wordt opdat de databasegegevens regelmatig gevalideerd worden en fouten hersteld kunnen worden.
Naast foutlijsten genereert onze audit-software (de onontbeerlijke) managementinformatie.

Zorg dat uw organisatie een gezonde database heeft en houdt!

dVdT heeft sinds 1998 ervaring met het verbeteren van de kwaliteit van gemeentelijke databases en weet precies welke gegevens voor welk proces benodigd zijn en aan welke eisen deze moeten voldoen.",http://www.dvdt.nl,1996.0,Public Company,"Audit-software, Heffingendatabases, Datakwaliteit, Gemeenten, Waterschappen, Belastingsamenwerking, Controlesoftware, Rapportagesoftware, Heffingen, Inningen, Belastingen, KADWOZ-koppeling, Controle-volledigheid-aanslagen, Bezwaarschriften, Bezwaarschriften",Deventer,Overijssel,"Deventer, Overijssel"
https://www.linkedin.com/company/dynamicdevelopment/,Dynamic Development,0-1 employees,Computer Software,"Dynamic Development is een jong en enthousiast bedrijf dat innovatief te werk gaat op het gebied van web development en applicatie-ontwikkeling. Ons doel is om het digitale vraagstuk van onze klanten te realiseren. Van het overzetten van uw oude website naar een nieuwe, tot complexe web applicaties en onderhoud bent u bij ons aan het juiste adres!",,2018.0,Sole Proprietorship,"Web development, Website onderhoud, Applicatie ontwikkeling, Software ontwikkeling",Staphorst,Overijssel,"Staphorst, Overijssel"
https://www.linkedin.com/company/dynamicweb-software/,Dynamicweb,51-200 employees,Computer Software,"Cloud-based Digital Experience Platform combining CMS, Ecommerce, Product Information Management (PIM) and Marketing!",http://www.dynamicweb.com,1999.0,Privately Held,"Content Management, Ecommerce, Integration, Online Marketing, Personalization, Customer engagement, Product Information Management, PIM, Digital Experience Platform, Digital Marketing",Viby J,DK,"Viby J, DK"
https://www.linkedin.com/company/dysel/,Dysel,11-50 employees,Computer Software,Liberate your equipment business. Grow your clients. Call us.,http://www.dysel.com,1985.0,Privately Held,"Microsoft Dynamics NAV, CRM Software, Mining Equipment, Oilfield Equipment, Office 365, Real Time, Intergration , Host Cloud",Hengelo,Overijssel,"Hengelo, Overijssel"
https://www.linkedin.com/company/e-active/,e-Active,11-50 employees,Internet,"We are a specialized Internet company driven by our passion for software engineering, to meet our clients needs. Many of our clients are publishers for whom we deliver highly versatile  content platforms to reliably store and organize content. 

With our content platform ""Integrated"" content can be stored centrally for all your websites and other publications. Selections of content can be made easily and published anywhere you want it. ",http://www.e-active.nl,2001.0,Partnership,"websites, php programming, symfony, zend",Zwolle,Overijssel,"Zwolle, Overijssel"
https://www.linkedin.com/company/379514/,e-Active,11-50 employees,Internet,"We are a specialized Internet company driven by our passion for software engineering, to meet our clients needs. Many of our clients are publishers for whom we deliver highly versatile  content platforms to reliably store and organize content. 

With our content platform ""Integrated"" content can be stored centrally for all your websites and other publications. Selections of content can be made easily and published anywhere you want it. ",http://www.e-active.nl,2001.0,Partnership,"websites, php programming, symfony, zend",Zwolle,Overijssel,"Zwolle, Overijssel"
https://www.linkedin.com/company/e-active-b.v./,e-Active B.V.,11-50 employees,Publishing,"e-Active B.V. is a publishing company based out of Emmastraat 12, ZWOLLE, Netherlands.",http://www.e-active.nl,,,,,,
https://www.linkedin.com/company/eassy-denekamp/,EASSY,2-10 employees,Information Technology & Services,"EASSY maakt  webapplicaties en BI-tools voor ondernemingen in de profit en non-profit sector. EASSY heeft zich gespecialiseerd in controlling-toepassingen voor laboratoria. 
EASSY heeft een kostprjsmodel voor de laboratoria ontwikkeld. Met deze business intelligence tool kunt u op een snelle en eenvoudige manier uw kostprijzen berekenen.",http://www.eassy.nl,2015.0,Partnership,"Kostprijsberekening voor laboratoria, Dataverwerking, Controlling, Applicatieontwikkeling",Denekamp,Nederland,"Denekamp, Nederland"
https://www.linkedin.com/company/easy-office-online/,Easy Office Online BV,2-10 employees,Information Technology & Services,"Wij regelen dat jouw werkplek, telefonie en internet supersnel en veilig werken.",http://www.easyofficeonline.nl,2011.0,Privately Held,"Werken in de cloud, Zakelijk glasvezel, Bellen in de cloud",,,
https://www.linkedin.com/company/easycare-healthcare/,EasyCare Healthcare,2-10 employees,Computer Software,"EasyCare HealthCare is ontstaan uit de intensieve samenwerking tussen Antaras, kennispartner op het gebied van logistiek en healthcare met vestigingen in Nederland en België, en Medical Computer Support uit Deventer, softwareleverancier met meer dan 30 jaar ervaring in het ontwikkelen van EPD-software. EasyCare HealthCare bundelt de expertise in consultancy van Antaras en de ontwikkelcapaciteit van Medical Computer Support voor een sterke positionering van het EasyCare EPD.",http://www.easycare.software,2015.0,Partnership,"softwareontwikkeling, projectmanagement & implementatie van easyCare Epdgmarkt",,,
https://www.linkedin.com/company/easyjobs/,easyjobs,51-200 employees,Internet,"Zo geregeld met easyjobs
Extra handjes nodig voor je horeca-, logistieke, retail- of facilitaire (klus) gig? Op easyjobs plaats je eenvoudig en 24/7 een gig. ",http://www.easyjobs.nl,2020.0,Privately Held,,Deventer,Overijssel,"Deventer, Overijssel"
https://www.linkedin.com/company/easysee/,Easysee,2-10 employees,Information Technology & Services,"We work with young experienced developers and designers for Design, VR, AR, MR and Architecture.",https://easysee.eu,2014.0,Privately Held,"Virtual Reality, 3D modelleren, Virtual Reality platform, Lopen in de virtuele wereld, (binnenhuis) architectuur, Augmented Reality, Mixed Reality, Serious Gaming, Software",Hengelo,Overijssel,"Hengelo, Overijssel"
https://www.linkedin.com/company/easyweb-services/,EasyWeb Services,2-10 employees,Information Technology & Services,"ICT diensten voor MKB en grootbedrijf: Beheer, infrastructuur, webdiensten en software ontwikkeling.

Ieder bedrijf is tegenwoordig sterk afhankelijk van ICT. Als de ICT omgeving niet werkt, brengt dit stagnatie en kosten met zich mee. U heeft dus belang bij een ICT omgeving waarop u kunt vertrouwen.

EasyWeb Services kan u hierbij ontzorgen, waardoor u niet wakker ligt van zaken als servers, veilige dataopslag en hosting. Zelfs buiten de reguliere werktijden! Een no-nonsense manier van aanpakken en advies en oplossingen op maat, terwijl jij je richt op je core business.
Van ondersteuning tot complete verzorging: wij maken automatisering eenvoudig, duidelijk en beheersbaar.

Bent u geïnteresseerd in de mogelijkheden? Bezoek dan onze website www.easyweb-services.nl of neem geheel vrijblijvend contact met ons op voor een vrijblijvende afspraak.",http://www.easyweb-services.nl,2013.0,Privately Held,"Linux / Windows Beheer, AutoCAD Development, ERP Projectmanagement / Implementaties, Webdesign, Cloudoplossingen",Oldenzaal,Overijssel,"Oldenzaal, Overijssel"
https://www.linkedin.com/company/ecare-services-b.v./,Ecare Services B.V.,51-200 employees,Publishing,"Ecare Services B.V. is a publishing company based out of Capitool 10, ENSCHEDE, Netherlands.",http://www.ecare.nl,,,,,,
https://www.linkedin.com/company/ecare-tcs/,Ecare TCS,11-50 employees,Telecommunications,"Ecare TCS is a telecommunications company based out of Hengelo, Overijssel, Netherlands.",http://ecaretcs.nl,2015.0,,,Hengelo,Overijssel,"Hengelo, Overijssel"
https://www.linkedin.com/company/ecmanager/,ecManager Digital Commerce Platform,11-50 employees,Internet,"ALWAYS AHEAD IN DIGITAL COMMERCE

Built Unique Experiences. Maximize Orders And Conversions. Always fast.

ecManager is a leading developer of digital commerce technology. We believe customer happiness, sustainable progress, business transformation and competitive advantage is largely driven by technology. With our state-of-the-art digital commerce technology we empower people and organizations to realize just that. Our purpose therefore is:
“Empowering People With Digital Commerce Technology To Stay One Step Ahead In Business”

To support this purpose our customer promise is based on four design principles on which everything we do is measured.

• Solid & Reliable
• Flexible & Scalable
• Fast & Easy
• Smart & Innovative

ecManager customers are leading and ambitious retailers, wholesalers and brands. These companies need reliable, scalable and flexible enterprise-grade omni-channel commerce technology with outstanding performance on order volumes, conversion rates and customer experience.

ecManager is Microsoft Silver Cloud Platform Partner.",https://www.ecmanager.nl/en/,2005.0,Privately Held,"Conversion, Webshop, B2B, B2C, Cloud, webwinkel, digital commerce, Omnichannel, E-Commerce, Azure, Brands, Retail, Wholesale, AI, Commerce Platform, .NET, Open Source, Microsoft, Headless",Zwolle,OV,"Zwolle, OV"
https://www.linkedin.com/company/ed-controls/,Ed Controls,,Information Technology & Services,"Ed Controls is a software package for quality assurance and project communication. With it, you can digitally record information, consult documents and assign action points. You monitor quality and cooperation between teams from start to finish and efficiently manage your project.
 
Thanks to our years of experience in the construction industry, we arrived at the idea in 2011 of developing a digital tool. Ed Controls was developed with builders in mind. It simplifies the whole process by offering them an overview, a clear division of responsibilities and guaranteeing quality.
 
Our principles:
1 - Ease of use: in everything we do, we ask ourselves the question ""What's in it for builders?""
2 - Quality assurance: digital inspections and quality checks on location.
3 - Privacy & security: we go beyond the GDPR. We are ISO9001 and ISO27001 certified, offer a free Escrow arrangement and use the OAuth security protocol.
4 - Data and reporting: real-time overview of project presentations in a simplified dashboard that allows you to continually optimise your work.
 
Ed Controls is a product of Dutchview, an innovative IT company from Deventer, the Netherlands. Every day, dozens of people in the Netherlands, Germany, Great Britain and India are working on Dutchview’s applications. Besides Ed Controls, it also offers the hot desking software FlexWhere.",https://edcontrols.nl/,,,,,,
https://www.linkedin.com/company/edcom-consultancy/,EDCOM Consultancy,0-1 employees,Information Technology & Services,"EDCOM-Consultancy is opgericht in 2012 en biedt ondersteuning  op het gebied van consultancy, projectmanagement en interim management voor organisatorische- en logistieke bedrijfsprocessen binnen profit organisaties. Dit alles met de juiste aandacht voor verandermanagement. De medewerkers binnen uw organisatie worden begeleid om het gewenste resultaat te behalen.",http://www.edcom-consultancy.nl,2012.0,Privately Held,,Ootmarsum,Overijssel,"Ootmarsum, Overijssel"
https://www.linkedin.com/company/edulab-roc-van-twente/,Edulab ROC van Twente,11-50 employees,E-learning,"Edulab ROC van Twente is een ruimte om ideeën en best-practices te delen, om docenten te inspireren, laten experimenteren en innoveren met educatieve technologie.",https://www.rocvantwente.nl/edulab,,Educational Institution,,Hengelo,Overijssel,"Hengelo, Overijssel"
https://www.linkedin.com/company/edusense-bv/,EduSense B.V.,2-10 employees,Information Technology & Services,"EduSense B.V. helps you to reach your Next Level in business, learning and IT by applying innovation and innovative services where it matters most.

We are a network organisation with a focus on innovation on the edge of society, company, learning and IT. Our hearth is with individuals, society, business and (Information) technology. We try to make this world a better place by enabling others to reach their Next Level.

EduSense B.V. delivers expertise in the areas of innovation, learning, business and IT in the form of business consultancy, advice, teaching, change management and support. Our focus is on awareness building, strategy building, service development, information management, change management and business & IT alignment problems. In addition, EduSense delivers a wide range of supporting services, both IT and non-IT related.",http://www.edusense.nl,2008.0,Privately Held,"Innovation, Service Development, Information Management & IT, Advice & Support, Durable Employment, ISO Certification, (Ad Interim) Change Management, Business Development",,,
https://www.linkedin.com/company/edutijd/,Edutijd,0-1 employees,Information Technology & Services,Edutijd. De kracht van samen!,https://www.edutijd.nl,2021.0,Sole Proprietorship,"educatieve software, leermiddelen, touchscreen, taal, rekenen, creativiteit, bewegend leren, samenwerken",Wanneperveen,Overijssel,"Wanneperveen, Overijssel"
https://www.linkedin.com/company/een-programmeur/,Een Programmeur,2-10 employees,Computer Software,"Een programmeur is een bedrijf dat gewoon maakt wat je nodig hebt. We denken met je mee en zijn erg open over wat het gaat kosten en hoe lang het zal duren.

Steekwoorden:
• Gedreven
• Open
• Beschikbaar
• Meedenkend
• Actief
• Snel (schakelbaar)

Slagzin:
Wanneer je gewoon software op maat nodig hebt",http://www.eenprogrammeur.nl,2015.0,Sole Proprietorship,"Java, C#, PHP, Javascript, Bootstrap, Jquery, HTML/CSS, Android, Big Data, Windows",Hengelo,Overijsel,"Hengelo, Overijsel"
https://www.linkedin.com/company/eg-computer-specialisten/,EG Computer Specialisten,2-10 employees,Information Technology & Services,De persoonlijke ICT partner voor de zakelijke markt.,https://www.egcomputerspecialisten.nl,2007.0,Public Company,"ICT, Serveromgevingen, VoIP, Telefonie, Internet, Glasvezel, Printers, Beveiliging, Security, Camera's, Terra, Brother, Epson, G Data, Xelion, Ebode, Cloud, Onlinewerkplek, Computers, Laptops, Tablets, Windows, Website, Netwerk, Webdesign, Support, Delden",Nijverdal,Overijssel,"Nijverdal, Overijssel"
https://www.linkedin.com/company/eijsink-software-b.v./,Eijsink Software B.V.,11-50 employees,Publishing,"Eijsink Software B.V. is a publishing company based out of Platinastraat 25, HENGELO OV, Netherlands.",,,,,,,
https://www.linkedin.com/company/ekksol---autosol-benelux/,EKKSOL - AUTOSOL Benelux,2-10 employees,Computer Software,"This listing was automatically created by LinkedIn. This listing is not currently maintained by, endorsed by or affiliated with EKKSOL - AUTOSOL Benelux. Learn more",http://ekksol.nl,2003.0,,,Hardenberg,Overijssel,"Hardenberg, Overijssel"
https://www.linkedin.com/company/el-nino-digital-development/,El Niño - Digital Development,11-50 employees,Internet,"At El Niño we believe in understanding our customer’s wants and needs to surpass their expectations in delivering the solution their business needs. 

Whether it’s custom-made online applications, apps, web shops or custom extensions: we help our customers better their business through smart solutions. From our locations in Enschede and The Hague we serve customers all over the country (and beyond) from a wide range of industries. Together with our driven team of tech-loving specialists we keep pushing the boundaries of what’s possible to ensure our clients’ business soars.",https://www.elnino.tech,2005.0,Privately Held,"Magento, PHP, MySQL, Redis, HTML5, AngularJS, Android, ReactJS, NodeJS, iOS, Solr, ElasticSearch, Custom applications, Python, VueJS, Magento 2, Laravel, Kubernetes, MQTT, Digital business development, Webshops, Webportals, Mobile, Custom applications, Performance, Websites, ",,,
https://www.linkedin.com/company/elect.-b.v./,Elect. B.V.,11-50 employees,Computer Software,"This listing was automatically created by LinkedIn. This listing is not currently maintained by, endorsed by or affiliated with Elect. B.V.. Learn more",http://www.elect.nl,,,,,,
https://www.linkedin.com/company/elicit-bv/,Elicit online,2-10 employees,Information Technology & Services,World’s fastest AI powered tool to capture knowledge and improve performance,http://www.elicitonline.com,2017.0,Privately Held,"Knowledge management, Knowledge capturing, Kennismanagement, Kennisborging, Smartindustry, Software",Deventer,Overijssel,"Deventer, Overijssel"
https://www.linkedin.com/company/eluxis/,Eluxis,2-10 employees,Information Technology & Services,Knowledge creates competence,http://www.eluxis.com,1998.0,Privately Held,"Kennismanagement, Educatie & training, Intructies & handleidingen, E-learning & Learning Management Systemen, Technische documentatie, Component Content Management, Document Management, Kennismanagement systemen, Informatiemanagement, Kennisportalen, XML, I",,,
https://www.linkedin.com/company/elvirtual-business-management-support/,Elvirtual Business Management Support,0-1 employees,Information Services,"Ben jij ondernemer? Kom jij (vrije) tijd te kort om je bezig te houden met zaken die jij echt belangrijk vindt, de reden waarom jij ondernemer geworden bent? Dan wordt het tijd voor een Virtual Assistent (VA), oftewel Virtuele Assistent. 

Ik zorg als VA voor rust, tijd, structuur en overzicht in jouw agenda en werkzaamheden, waardoor jij meer (vrije) tijd hebt voor zaken die voor jou echt belangrijk zijn. Op deze manier help ik mee met de groei van jouw onderneming. 

Enkele voordelen zijn:
- meer (vrije) tijd voor zaken die voor jou echt belangrijk zijn;
- Het inrichten van kantoorruimte is niet nodig, omdat ik vanuit mijn eigen kantoor werk;
- Geen kosten voor o.a. personeelsverzekeringen, pensioen opbouw en reservering vakantiegeld;
- Geen doorbetaling bij ziekte;
- Flexibele werktijden.

Wil je meer te weten komen? Kijk dan op www.Elvirtual.nl.",https://www.linkedin.com/company/elvirtual-business-management-support/,2018.0,Self-Employed,"Virtual Assistent, Secretariële ondersteuning, Management ondersteuning, Project ondersteuning",Deventer,Overijssel,"Deventer, Overijssel"
https://www.linkedin.com/company/elwe-special-promotions-b-v-/,Elwe Special Promotions B.V.,11-50 employees,Marketing & Advertising,"OVER ONS
Elwe Special Promotions heeft meer dan 20 jaar ervaring op het gebied van Fast Moving Consumer Goods. Als co-pack specialist van formaat is het onze kerntaak om de wensen en behoeftes van onze klanten te vervullen; 24 uur per dag, 7 dagen per week. Om dit te realiseren werken wij met een gemotiveerd personeelsbestand en een netwerk van gewaardeerde partners. 

Sinds een aantal jaren verzorgen wij ook de (digitale en offset) ontwerpen en producties (met name van karton) voor onze relaties.

SCHERPE PRIJZEN
Uiteraard staat de kwaliteit altijd voorop, zowel voor ons als voor de klant. Gelukkig hoeft kwaliteit niet altijd duur te zijn. Elwe Special Promotions koopt efficiënt in en laat haar klanten meeliften op volumekortingen. Zodoende blijft de samenwerking voor alle partijen interessant. 

FLEXIBILITEIT
De huidige 24-uurs economie vraagt om flexibiliteit. Daarom zijn onze specialisten 24-7 bereikbaar, draaien onze mensen en machines waar nodig 24-7 én houden wij onze klanten op de hoogte van relevante ontwikkelingen, eveneens 24-7!

NO-NONSENSE
Elwe Special Promotions hecht veel waarde aan oprechte communicatie. Wij behandelen onze klanten zoals we zelf ook behandeld willen worden: geen poespas en waarmaken wat je zegt. Kortom; no-nonsense, afspraak is afspraak! 

LEVERBETROUWBAARHEID
Onze klanten vertrouwen ons hun goederen toe. Elwe Special Promotions waardeert dit vertrouwen en gaat hier zorgvuldig mee om. Wij zorgen er voor dat goederen tijdig, veilig, vlot én betaalbaar hun plek van bestemming bereiken.",http://www.elwe.eu/,2011.0,Public Company,"Co-packing, Fulfilment, Warehousing, Logistics, (Digital) Printing, Corrugated",Enschede,Overijssel,"Enschede, Overijssel"
https://www.linkedin.com/company/emagiz/,eMagiz,11-50 employees,Information Technology & Services,"The multi pattern, model driven integration platform | +31(0)88 227 34 75",http://www.emagiz.com,2011.0,Privately Held,"B2B integration, Mobile device integration, Cloud service integration, On-premise integration, Integration Lifecycle Management",Enschede,Overijssel,"Enschede, Overijssel"
https://www.linkedin.com/company/emondt-koeltechniek---multiclima---interieurprojecten/,Emondt Koeltechniek - Multiclima - Interieurprojecten,51-200 employees,Computer Software,"Interieurprojecten, Koeltechniek, Airconditioning en Klimaatbeheersing, Service en Onderhoud",http://emondt.nl,1946.0,,,,,
https://www.linkedin.com/company/employes/,Employes,2-10 employees,Computer Software,"Het gemak van online Salarisadministratie, HR en verlof. Bekijk meer informatie op: https://employes.nl.",http://www.employes.nl,2016.0,Privately Held,Salarisadminstratie,Amsterdam,North Holland,"Amsterdam, North Holland"
https://www.linkedin.com/company/emyris-com/,Emyris.com,2-10 employees,Computer Software,"Emyris.com (by de Viske ICT BV) is een online oplossing voor het registreren en beheren van vrijwilligers.
Laat de vrijwilligers via hun portaal de beschikbaarheid, vaardigheden en eigen gegevens aanvullen.

Via de backoffice heb je vervolgens het complete overzicht, incl het beheren van taken, leveranciers etc.

Oftewel, u kunt uw volledige organisatie/evenement beheersen!",http://www.emyris.com,2014.0,Public Company,"Vrijwilligersregistratie, Vrijwilligers planning, Evenement organisatie",Doetinchem,None,"Doetinchem, None"
https://www.linkedin.com/company/enbytez/,EnBytez,2-10 employees,Information Technology & Services,"Enbytez goal is to deliver clear insights in energy consumptions for the utility market and the property owners market with innovative solutions. This to support the local and global initiatives to save energy and/or to comply with market rules and/or legislation.

For property owners we provide an energy saving solution. This solution delivers a saving till 40% on heating costs. This directly contributes to the energy saving goals.",http://enbytez.com,2020.0,Privately Held,,,,
https://www.linkedin.com/company/enermatics/,"Enermatics, Connect with energy",2-10 employees,Information Technology & Services,Kijkt door alle complexiteit heen met een scherpe blik op energieprestaties en met accurate rapportages.,http://www.enermatics.nl,2018.0,Public Company,,Zwolle,Overijssel,"Zwolle, Overijssel"
https://www.linkedin.com/company/enigma-instituut-voor-informatiebeveiliging/,Enigma Instituut voor Informatiebeveiliging,2-10 employees,Information Technology & Services,"Enigma Instituut voor Informatiebeveiliging is a commercial institute for Information Security. 
We deliver professional services, (turnkey) projects, coaching, training and interim management in the information and risk management area.

The two main areas of expertise are:
- Identity & Access Management
- Security Monitoring",http://www.ivib.nl,2006.0,Privately Held,"Information Security, Identity & Access Management, Security Monitoring, Information Risk Management",DIEPENVEEN,Nederland,"DIEPENVEEN, Nederland"
